id,title,year,source,query,run_date,stage,decision,reason,type,era,evidence_kind,screener1,screener2,category
doi:10.1109/INDICON59947.2023.10440750,Exploring self-supervised learning in Multiview captcha recognition,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML attack solving text CAPTCHAs via self-supervised learning,CAPTCHA,,,include,include,A
doi:10.1007/s13278-024-01387-7,Adversarial botometer: adversarial analysis for social bot detection,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from posts, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.17721/1812-5409.2025/2.29,Architecture of a social media bot detection system,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social media bot detection system architecture; not client-side web anti-automation,,,,exclude,exclude,-
doi:10.1016/S1364-6613(00)01824-6,Robots help humans defeat robots.,2001,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Likely short commentary on CAPTCHAs, not evaluated research",,,,exclude,exclude,-
s2:c047387be87f9c84c034d50c0608f31d2686e642,Understanding the role of outsourced labor in web service abuse,2011,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Title only; outsourced human labor behind web service abuse,ECON,,,include,exclude,E
doi:10.1007/978-3-030-03146-6_12,A Novel Scheme for Bot Detection in Online Social Media: BotDefender,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1371/journal.pone.0336612,A national study of substance use: Demonstrated use of recommendations for best practice online data collection,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Survey methodology paper; CAPTCHA merely used as tool, not evaluated",,,,exclude,exclude,-
doi:10.1109/BigData55660.2022.10021100,Robust Text CAPTCHAs Using Adversarial Examples,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates robust text CAPTCHA design against ML/OCR solvers,CAPTCHA,,,include,include,M
doi:10.3390/APP11125482,Detecting Social Media Bots with Variational AutoEncoder and k-Nearest Neighbor,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from account data, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.1109/ACCESS.2020.2982945,Simple and Easy: Transfer Learning-Based Attacks to Text CAPTCHA,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates transfer-learning attack on text CAPTCHAs across 25 real schemes,CAPTCHA,,,include,include,A
doi:10.1109/ICTech55460.2022.00070,Exploring The Role of Web Crawler and Anti-Crawler Technology in Big Data Era,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Overview of anti-crawler techniques without evaluation; mostly server-side mechanisms,,,,exclude,exclude,-
s2:ca69bc4ff6dcfbf4952083b84f3a503de389ccc1,PhishDecloaker: Detecting CAPTCHA-cloaked Phishing Websites via Hybrid Vision-based Interactive Models,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Title only; vision-based interaction past CAPTCHA cloaking,CAPTCHA,,,exclude,include,A
doi:10.1109/Trustcom66490.2025.00158,Pure Object Detection for Text-CAPTCHAs – YOVO: A Lightweight Recognition Model and Annotation Framework Derived from YOLOv8n,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Evaluates lightweight ML attack on text-CAPTCHAs, reducing attack costs",CAPTCHA,,,include,include,A
doi:10.1109/BMSB53066.2021.9547185,An Optimal and Lightweight Convolutional Neural Network for Performance Evaluation in Smart Cities based on CAPTCHA Solving,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates CNN attack solving text-based CAPTCHAs with high accuracy,CAPTCHA,,,include,include,A
doi:10.2174/2352627001401010001,Character Segmentation for Automatic CAPTCHA Solving,2014,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated CAPTCHA solving attacks against six schemes with success rates.,CAPTCHA,,,include,include,A
s2:cc64df282a6d11846d9f9ef9bc5a7d42187e0252,INSTAGRAM FAKE ACCOUNT DETECTION USING MACHINE LEARNING,,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media fake account detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/JIOT.2019.2947659,Load Distributed and Benign-Bot Mitigation Methods for IoT DNS Flood Attacks,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-level DDoS mitigation for DNS floods, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.5120/489-800,A Framework to analyze the security of Text based CAPTCHA,2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Framework analyzing text CAPTCHA security implies evaluating attacks on CAPTCHA mechanisms,CAPTCHA,,,include,include,A
doi:10.1145/1455770.1455839,A low-cost attack on a Microsoft captcha,2008,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated attack breaking Microsoft's text CAPTCHA segmentation resistance,CAPTCHA,,,include,include,A
s2:ce4aacbb954ee47308e0341265c8ff1765315b4a,Are CAPTCHAs Still Bot-hard? Generalized Visual CAPTCHA Solving with Agentic Vision Language Model,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include (already cited as [29]),both screeners: Evaluates agentic VLM attack solving visual CAPTCHAs; peer-reviewed.,CAPTCHA,VLM,measurement,include,include,A
doi:10.1109/WETICE.2007.176,"The GENIUS Grid Portal: Its Architecture, Improvements of Features, and New Implementations about Authentication and Authorization",2007,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Grid portal description; CAPTCHA incidental, no evaluation",,,,exclude,include,-
doi:10.1177/14707853241297009,Bots in web survey interviews: A showcase,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates rule-based and AI bots defeating survey CAPTCHAs and honeypots,CAPTCHA,,,include,include,A
doi:10.1016/j.jss.2009.12.022,A novel user-participating authentication scheme,2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Likely authentication proposal, not evaluated anti-automation mechanism",,,,exclude,exclude,-
s2:d0e62102c6eaeb7bad2ce6aed132b99254555a9a,ZKSENSE: a Privacy-Preserving Mechanism for Bot Detection in Mobile Devices,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Client-side sensor-based bot detection mechanism with privacy preservation; evaluated approach,IV,,,include,include,M
doi:10.1109/SP46215.2023.10179379,"GeeSolver: A Generic, Efficient, and Effortless Solver with Self-Supervised Learning for Breaking Text Captchas",2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML attack breaking text CAPTCHAs with self-supervised learning,CAPTCHA,,,include,include,A
doi:10.1145/1953005.1953008,DevilTyper: a game for CAPTCHA usability evaluation,2011,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Large-scale CAPTCHA usability evaluation via game input logs,CAPTCHA,,,exclude,include,M
doi:10.1007/978-3-030-39303-8,"Information Security Applications: 20th International Conference, WISA 2019, Jeju Island, South Korea, August 21–24, 2019, Revised Selected Papers",2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Conference proceedings volume; no specific anti-automation research content,,,,exclude,exclude,-
doi:10.1109/ICSCET.2018.8537339,"Achieving Flatness: with Video Captcha, Location Tracking, Selecting the Honeywords",2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Pure CAPTCHA proposal without evaluation; also mixes unrelated password/honeyword topics,,,,exclude,exclude,-
doi:10.1007/978-3-642-41485-5_13,Probabilistic Model Checking of CAPTCHA Admission Control for DoS Resistant Anti-SPIT Protection,2012,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Title only; VoIP anti-SPIT, outside the web",,,,exclude,include,-
doi:10.1109/ICIRCA69024.2026.11570566,Privacy-Preserving Federated Learning-based Passive CAPTCHA System for Human-Bot Detection in nAadhaar-like Web Portals,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates behavioral passive CAPTCHA using mouse/interaction features for bot detection,III,,,include,include,M
doi:10.1109/AIxDKE67294.2026.00021,"AI Web Agents in Practice: A Survey of Current Capabilities, Limitations, and Future Prospects",2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Survey empirically measures web agents facing CAPTCHAs and bot detection as deployment obstacles,OTHER,,,include,include,A
doi:10.1109/ACCESS.2021.3092260,Random Interval Attendance Management System (RIAMS): A Novel Multimodal Approach for Post-COVID Virtual Learning,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Student attendance monitoring in virtual classrooms, not web anti-automation or bot detection",,,,exclude,exclude,-
s2:d719b8622a163ad0ee31f907b91a0346b271a179,Effective Software Defined Base Real Time DDos Attack Detection Model using Hit Rate Analysis,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-level DDoS detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.26634/jse.19.3.21701,Price pulse-an intelligent multi-platform system for real time price tracking and forecasting,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Price tracker; CAPTCHA bypass incidental and not evaluated,,,,exclude,include,-
s2:d983085b59e777f85c77a1a72a1ed2b5700fa6e9,An Implementation for User Behavioral Model of a Website,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: User behavior modeling on a website; no anti-automation mechanism or evaluation evident,,,,exclude,exclude,-
doi:10.1109/ICISESSC68634.2026.11542654,Enhancing Real-Time Scalper Bot Detection in Ticketing Systems Through Transactional Behavior Analysis,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates behavioral bot detection against web ticketing automation (scalper bots),II,,,include,include,M
doi:10.3390/ELECTRONICS10040480,An Efficient and Accurate Depth-Wise Separable Convolutional Neural Network for Cybersecurity Vulnerability Assessment Based on CAPTCHA Breaking,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates a CNN-based automated attack breaking text-based web CAPTCHAs.,CAPTCHA,,,include,include,A
doi:10.1007/978-3-319-75193-1_60,Noisy Character Recognition Using Deep Convolutional Neural Networks,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Title only; generic OCR, no CAPTCHA or anti-automation stated",,,,include,exclude,-
doi:10.1109/HPCC64274.2024.00128,GAA-BD: Graph Adversarial Augmentation-based Social Bot Detection,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from account graphs, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.36227/techrxiv.16748161,Deep Learning for Cyber Security Applications: A Comprehensive Survey,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Broad DL cybersecurity survey; CAPTCHA only briefly covered, not client-side anti-automation focus",,,,exclude,exclude,-
doi:10.1109/INFCOMW.2010.5466663,Helping TicketMaster: Changing the Economics of Ticket Robots with Geographic Proof-of-Work,2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates geographic proof-of-work mechanism against ticket robots via emulation/simulation,I,,,include,include,M
doi:10.32996/jcsts.2026.5.2.3,Parallel Deep Learning for Cybersecurity-Oriented Multi-Platform Social Media Bot Detection,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot account detection, not client-side anti-automation",,,,exclude,exclude,-
doi:10.3934/mbe.2023584,"Preventing online disinformation propagation: Cost-effective dynamic budget allocation of refutation, media censorship, and social bot detection.",2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection for disinformation control, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1007/978-3-030-57058-3_5,"ALEC: An Accurate, Light and Efficient Network for CAPTCHA Recognition",2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Evaluates a CAPTCHA recognition model, an automated attack on CAPTCHAs",CAPTCHA,,,include,include,A
s2:df88dd5d1a40f2b0bb07d1ebf02dd8574fc2698b,A Malicious Data Prevention Mechanism to Improve Intruders in Cloud Environment,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Cloud intrusion prevention mechanism; unrelated to web client-side anti-automation.,,,,exclude,exclude,-
doi:10.1109/ICCET.2010.5486295,Zhang's CAPTCHA architecture based on intelligent interaction via RIA,2010,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Documents a client-side interactive CAPTCHA mechanism with implementation demos,CAPTCHA,,,include,include,M
doi:10.1145/1621087.1621097,Detection of distributed steganographic information in social networks,2008,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Steganalysis of social network content; CAPTCHAs only mentioned as background, not evaluated",,,,exclude,exclude,-
doi:10.1109/IC2NC67409.2025.11376476,Advanced CAPTCHA Verification System Using Deep Learning and Adversarial Distortion Techniques for Enhanced Cybersecurity,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates adaptive CAPTCHA mechanism resisting ML solvers; peer-reviewed.,CAPTCHA,,,include,include,M
doi:10.1007/s10115-017-1119-0,Speeding up dynamic time warping distance for sparse time series data,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Time-series algorithm paper; unrelated to web anti-automation or bot detection,,,,exclude,exclude,-
s2:e281ef631fa2f19ed427d81c200df9a44e36ef49,Identifying Twitter Bots Using a Convolutional Neural Network,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.1109/ICC59461.2026.11587035,Z-Solver: A Zero-Label Captcha Solver via Unsupervised Domain Adaptation from Synthetic Data,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated ML attack on text CAPTCHAs via unsupervised domain adaptation,CAPTCHA,,,include,include,A
s2:e62edbef7061c17fb3dc71aeb983104ba09c1ba4,AP-XLMJ210014 2029..2042,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Unidentifiable record; no title, abstract, or venue indicating relevant research",,,,exclude,exclude,-
doi:10.1109/infocomwkshps54753.2022.9798233,Deep CAPTCHA Recognition Using Encapsulated Preprocessing and Heterogeneous Datasets,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep learning attack on text CAPTCHAs with real-world datasets,CAPTCHA,,,include,include,A
doi:10.1109/BDACS53596.2021.00067,The Text Captcha Solver: A Convolutional Recurrent Neural Network-Based Approach,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates CRNN-based automated attack solving text CAPTCHAs,CAPTCHA,,,include,include,A
